User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
Junebug,"Dined on November 20, 2016",Excellent brunch place. Creative food with special creative twists. Yum yum. Loved the avocado toast and the ricotta appetizer.  Definitely worth a visit.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
Jenny876309,"Dined on November 20, 2016","I was recommended Heirloom by a friend and foodie and it was definitely spot on!  I went there for Sunday brunch with my boyfriend and we loved everything we had.  The bloody marys are to die for, great eggs, per him best BEC he's ever had and the apple/cinnamon made to order donuts were the cherry on top.  Also, great/attentive service.  Will definitely go back.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
PaulA,"Dined on November 20, 2016","One of the best restaurants in New Haven area.  Food is always fresh and well prepared.  Can't go wrong no matter what you order.  My favorite place in New Haven for fine dining.  This may be the only restaurant in New Haven that would also do well in NYC or Greenwich
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
bj11,"Dined on November 19, 2016","Food was amazing and I am gonna hope that something was just off with the service that night  because it was extremely slow! The waitress was friendly but there were not many people dining and somehow it took forever for everything! Glad we weren't in a rush....
Read more",3 stars,Overall 3,Food 5,Service 1,Ambience 3
OpenTable Diner,"Dined on November 13, 2016","Always love Heirloom, but service was terrible this afternoon. Service was slow, and waiter was rude and neglectful.",3 stars,Overall 3,Food 4,Service 1,Ambience 4
NewHavenTeacher,"Dined on November 11, 2016","My friend and I were visiting the Yale Gallery and Heirloom is nearby, so I booked a table. The restaurant was not busy at noon when we arrived, but it took 35 min for the waiter to bring our food and only after our prompting him. The grilled cheese and the fries were too greasy though the restaurant prides itself on locally sourced, healthy food. When I asked for the check, the waiter brought it right away and then disappeared again until I could flag him down. I have had trouble with service here in the past and have stayed away because of it; it's a shame because the restaurant has such promise.
Read more",2 stars,Overall 2,Food 3,Service 1,Ambience 4
lovegoodfood,"Dined on November 11, 2016","We enjoyed the food and atmosphere, particularly the latter in the bar area. Our only quibbles were that all the menu choices were on the heavy and rich side (perhaps that's just the season) and a couple of times the waitstaff was too hasty in their desire to clear off our plates.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
BrandonH,"Dined on November 6, 2016","Excellent food, great service, and awesome location.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
CTfoodie,"Dined on November 6, 2016","Some places just get better--Heirloom is one of them. We had a fantastic dinner, much new on the menu for the fall, while keeping some of the classics.  Everything was bright and tasty and unique.  Even more significant to us is the level of service.  Heirloom has managed to maintain it's attentive wait  staff and they are all fun and excellent, without a hint of stuffiness or pretentiousness. Makes eating here a dream.  And as always, chef never disappoints.  Certainly our New Haven favorite.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Westportfoodie,"Dined on November 5, 2016","Beautiful setting.  Food was overall very good. Portions a bit small for the price, especially appetizers.  Entree's and dessert were delicious.  Pork belly with grits was outstanding!  Would go back for the pork belly again and again!",5 stars,Overall 5,Food 4,Service 5,Ambience 5
OpenTable Diner,"Dined on November 5, 2016","Food was delicious but drinks were on expensive side. We ordered Brussel sprouts that came after we finished our meal, but waitress was kind enough to take off bill. Atmosphere was very nice.",4 stars,Overall 4,Food 5,Service 4,Ambience 5
OpenTable Diner,"Dined on November 5, 2016",The service was fantastic and so was the food. Our server was super friendly and informative. Recommend the scallops and bouillabaisse.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Rhea,"Dined on November 4, 2016","Our first time here during restaurant week and it was fantastic.  Even though my burger came out closer to raw than the requested medium-well, the staff immediately rectified the problem.  Food was delicious and the atmosphere was perfect for us.  Will definitely be back!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
MM123,"Dined on November 3, 2016","We stopped by on the way to an appointment. We knew it was restaurant week and fortunately they were participating. My wife had the smoked salmon nicoise and loved it. I did the restaurant week choices starting with a salad (breakfast radish, lemon, olive oil & pecorino), main was the rigatoni caprino (lemon, garlic, spinach, hazelnuts & goat cheese), and finished with the chocolate bread pudding, with a scoop of vanilla bean gelato. All were very good. We opted for a glass of white wine each of us. The service wasn't sharp but not bad either.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on November 1, 2016",My kale salad and rigatoni were delicious. My bread pudding was well done.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
Grace,"Dined on November 1, 2016","We (5 of us) went for restaurant week, and the food was absolutely amazing. I had the sweet potato soup, rigatoni, and key lime pudding. The sweet potato soup was just the right amount of sweetness, the rigatoni had a slight lemon-y flavor which was original and delicious, and the key lime pudding had the lightest and most delicious scoop of lime ice cream on it. Overall, we got great value for our restaurant week dinner.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on October 30, 2016",Another delicious meal in a gorgeous modern setting with very friendly service!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on October 19, 2016",Enjoyed lunch with a friend. Excellent vegetarian options well prepared.,5 stars,Overall 5,Food 5,Service 4,Ambience 5
RVAGuest,"Dined on October 18, 2016","Food was very good, service was OK if but a little slow, lighting was challenging--made it hard to read the menu.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
KarenS,"Dined on October 15, 2016","Really nice atmosphere, food was delicious, pleasant service.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
Malpractice,"Dined on October 14, 2016","Good food in a pleasant modern setting.  Only real problem was they brought the entrees before we finished appetizers and thought they would leave them getting cold in the table until we were ready.  That is an illustration of untrained help.  Overall service was mediocre but pleasant. Prices a bit high but good quality quite good.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
sunnyd86,"Dined on October 10, 2016","My husband and I chose Heirloom to celebrate our first anniversary, and it did not disappoint! From the creative cocktails to the delicious dessert, we had a lovely meal with attentive service. We started with the pumpkin burrata salad and spicy shrimp cocktail, both very creative and interesting dishes. For our entrees, I had the seasonal gnocchi while my husband had the rib eye steak, and we split the brussel sprouts. The portions were generous; we're still eating the leftovers.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 4
OpenTable Diner,"Dined on October 7, 2016","Excellent food , wine and service! Can't wait to go back",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on October 6, 2016","I was disappointed in the food.  We asked for a recommendation for dessert, light and it was butterscotch pudding with a very tough marshmellow on it.  The fish (balzino) was wonderful and the salad which said it was endive was not.  It was very loud and difficult for two people to carry  on a conversation.  I will try it again because I have always had wonderful experiences before.
Read more",4 stars,Overall 4,Food 2,Service 5,Ambience 3
Stuffin,"Dined on October 5, 2016",A nice stop for a delicious business meal in a warm and professional atmosphere. Valet parking is a definite plus in that it is very convenient.,4 stars,Overall 4,Food 5,Service 3,Ambience 5
Berryl,"Dined on October 4, 2016","Even better than I'd remembered.
We were thrilled when an out-of-town friend came to stay at The Study Hotel. I gave us a great excuse to return to a favorite restaurant, Heirloom. It had been a while since we'd visited Heirloom, we live on the east side of town, we rarely get to the West Chapel St. neighborhood.

Briefly, the service has become a bit more predictable and professional.  It was fine before but we noticed a bit more polish this visit.  The food and wine list continues to be luscious for a early fall evening.  The Bouillabaisse  was fabulous, as remembered.  The Short Ribs were ""best-in-class"".  I don't even like short ribs but the server's description (given I was in the mood for meat) made me willing to try.  They were DELICIOUS.  Perfect.  The table shared a Caesar Salad, which had some nice twists and was big enough for four.  So. Great to remember why we loved this New Haven gem.  If you have reason to be at The Study or around West Chapel or just want good food in an upscale, urban setting, Heirloom fills the bill.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 4
