User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
Tita,"Dined on May 8, 2015","Service staff was courteous and friendly but food was very slow to show up; we were a party of 11 and had our lunch come in 3 different episodes; one order had forgotten to be placed; the bacon burgers came with no bacon.  Once everything had been ironed out, the food was delicious. The fish in the fish tacos was nice and crispy, the burgers big and juicy.  I'd definitely go back and give them a second chance.
Read more",3 stars,Overall 3,Food 4,Service 3,Ambience 4
Selene,"Dined on May 7, 2015",Root beer - didn't expect it to be that expensive.  The 7 of us had 150 just for root beer.,4 stars,Overall 4,Food 4,Service 5,Ambience 4
WildWally,"Dined on May 7, 2015","First time visiting this place, very friendly staff, we had a short window before the concert, so they made sure our food was cooked to spec which we appreciated. My only negative point, was the burgers were great, but the bun bottom got saturated with juices from all the add ons and fell apart,
so ate my burger with a fork......grilled broccoli was tasty, the fries were cooked perfect.  It was very noisy so conversation was difficult. Overall was satisfied and will return......
Read more",5 stars,Overall 5,Food 4,Service 5,Ambience 5
Avis,"Dined on May 6, 2015","We had a 5:45pm reservation for a 7:30pm show.  We each ordered a beverage and the pretzel appetizer.  It arrived promptly and was tasty, especially the accompanied ramp jam/goat cheese spread.  We ordered our entrees - a burger & fries, a salad, and a soup, about 6pm.  We weren't served until 7pm and had to gobble down our food to make the show.  We were looking forward to after dinner drinks and dessert but obviously didn't have enough time.  The food was fine but nothing special, and WAY overpriced.  Our meal, with tax & tip was $100 ... for 1 pretzel, 1 cocktail and 1 pepsi, a plain burger & fries, a salad (no protein) and a soup!  I don't  think it was our server's issue - I believe it's a problem with the kitchen since most tables sat without food for as long as we did.  We won't be returning.
Read more",3 stars,Overall 3,Food 4,Service 1,Ambience 1
Tacos,"Dined on May 1, 2015",I went with a group of four for lunch.  The service was good and the decor was nice.  We all ordered the perch tacos and loved them!  We'll definitely be back.,4 stars,Overall 4,Food 5,Service 3,Ambience 5
WitLess,"Dined on April 27, 2015","Good food but expensive for a hotel 'tavern' restaurant. 
Service was spotty.
We went on live music night - Sunday is country & western music, so beware.
Drinks are expensive.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 2
liale,"Dined on April 25, 2015","large portions, tasting pours of 3 different wines, I had the Chicago chef week menu which was 4 courses. Very large portions, good value.",4 stars,Overall 4,Food 4,Service 4,Ambience 3
b2oldman,"Dined on April 22, 2015","Roasted chicken was wonderful, tender tasty with interesting side.  Pork chop, generous portion, great flavor.  Salmon was perfectly cooked, great taste.  Burger cooked exacyly as ordered, thick and flavorful.   Deserts, ok, but don't match entrée quality.

Great beer list.  Good wine selection.  Active ambiance.   Table for two, too tiny.  I'll be back.
Read more",4 stars,Overall 4,Food 5,Service 4,Ambience 4
Pat1122,"Dined on April 18, 2015",This is our favorite place to gather before seeing a show at the Chicago Theatre.  The appetizers are amazing and the pork chops are delicious.  After a few drinks and a god meal we just cross the street to find our seats for a good show.  The waiter made sure we were out the door in plenty of time for the show.  So much fun!,5 stars,Overall 5,Food 4,Service 5,Ambience 5
doctoramw,"Dined on April 17, 2015","The dessert is worth to dine for. The style of the restaurant isn't American inspired, but has a Europe feel to it. Like 1960's America meets European luxury. Hope this review gives you insight",4 stars,Overall 4,Food 5,Service 4,Ambience 5
MilwaukeeMoose,"Dined on April 17, 2015",What a cool place!  The host and waitress were ultra pleasant. The menu has a wide range to suit any taste. Being just steps away from the Chicago Theater makes it a sweet dinner and show combination. The atmosphere is cozy and comfortable at the same time as being light and refreshing.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
SherylM,"Dined on March 27, 2015","Food was unimpressive 
Wouldn't return",3 stars,Overall 3,Food 3,Service 5,Ambience 3
Jimmie,"Dined on March 22, 2015",Food was very good.  We had dinner and brunch here whole staying at the Wit hotel.  Service was quick and friendly.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
Steve,"Dined on March 10, 2015","They've redone their menu (at least, since the last time I was there which was, admittedly, some time ago), and it's great! We started with cocktails, which were spot on, and then moved on to the cheese and charcuterie plate, which was excellent. Our server was fantastic, striking just the right balance between friendly and professional. She did a great job of pacing our meal so that we weren't rushed but we also weren't waiting for our food. The only thing I didn't like was that my entree was waaaay over salted. I like salt, and I have nothing against it, but I had the pork chop with sauteed greens on the side, and both were so salty that I couldn't finish it. My guess is that someone in the kitchen just got carried away because I can't imagine that what I got is really what the restaurant is going for.
Read more",4 stars,Overall 4,Food 3,Service 5,Ambience 4
laughalltheway,"Dined on February 18, 2015","We visited the restaurant during an apparent renovation/deep clean so were led to the roof top space. Clearly the servers there were used to slinging cocktails and not serving lunch.
I have dined here many times and experiences in the street level restaurant are always fantastic. Views from the rooftop are amazing, but I won't go there for food again.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 3
Littlebirdie13,"Dined on February 14, 2015","The Salmon was delicious and cooked to perfection - they ask you how you want it cooked.  I asked for medium, because I don't like it dry, and it was exactly what I wanted - not dry and slightly pink.  I also enjoyed the brussel sprouts to share for two.  The cappuccino is a generous portion served with 2 ginger cookies sprinkled with sea salt. Yum!  The atmosphere is not very romantic, as there isn't privacy. They have large screen tvs good for watching sports, and they used some of them for showing a crackling fireplace. With this weather, it would have been a nice touch to pipe out some heat near the visual too!
Read more",4 stars,Overall 4,Food 5,Service 4,Ambience 3
Marsha,"Dined on February 12, 2015","The food was ordinary, service prompt but the cost for the evening far exceeded the value. The location is nice, but there are far better choices in downtown Chicago.",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Bizzy,"Dined on February 6, 2015","Ridiculously bad service. Went here for Restaurant Week dinner. Server Melissa was disinterested albeit generally pleasant. Food was good with lots of interesting looking ingredients. The food was slid at me across my table, sometimes by a bus boy type who was assisting Mellissa. I never had a chance to ask and she had no interest in explaining. She did a couple walk bys to say how is it but did not remain in the vicinity to hear my answer. I specifically said that although I was dining alone I was in no hurry. Being the only one at the table sometimes leads to the food coming too quickly. This night, the third course was put on the table before I had finished the chili second course.
Read more",3 stars,Overall 3,Food 4,Service 1,Ambience 3
Ildiko,"Dined on February 4, 2015","This place has amazing food and drinks, the atmosphere and the decor are to die for, and the service is impeccable.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
LindaS,"Dined on January 30, 2015","We dined at lunch on friday, one of us ordering the restaurant week pastrami and the other the sandwich box egg salad. The portions were large enough to share and take home - delicious arugula salad with a citrus dressing, cauliflower soup, pimento cheese dip and house-made chips, and large sandwiches. Our server Patrick was outstanding - recommending dining options and bringing me a brownie desert after I mentioned that I liked the restaurant week option. We will be returning often with friends!
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
